location_id,location_name,method,rod,time_of_day,encounter_rate,pokemon,min_level,max_level
144,Route 204 North,grass,,any,5,Budew,14,14
185,Floaroma Town,grass,,any,5,Metapod,7,7
7,Valley Windworks,grass,,any,5,Pachirisu,17,17
145,Route 205 South,grass,,any,5,Staravia,19,19
8,Eterna Forest,grass,,any,5,Pineco,23,23
146,Route 205 North,grass,,any,5,Staravia,20,20
1,Eterna City,grass,,any,5,Ivysaur,20,20
158,Route 211 West,grass,,any,5,Kirlia,17,17
147,Route 206,grass,,any,5,Plusle,23,23
10,Mt. Coronet 1F,grass,,any,5,Lileep,24,24
149,Route 208,grass,,any,5,Meowth,18,18
,Amity Square,grass,,any,5,Ralts,20,20
150,Route 209,grass,,any,5,Lombre,36,36
188,Solaceon Town,grass,,any,5,Diglett,38,38
31,Solaceon Ruins,grass,,any,5,Anorith,37,37
156,Route 210 South,grass,,any,5,Magmar,41,41
164,Route 215,grass,,any,5,Marill,42,42
163,Route 214,grass,,any,5,Doduo,45,45
116,Maniac Tunnel,grass,,any,5,Nidorina,45,45
138,Valor Lakefront,grass,,any,5,Staravia,47,47
197,Restaurant,grass,,any,5,Rattata,30,30
162,Route 213,grass,,any,5,Rhyperior,100,100
2,Pastoria City,grass,,any,5,Wingull,49,49
23,Great Marsh,grass,,any,5,Rattata,50,50
24,Great Marsh,grass,,any,5,Rattata,50,50
25,Great Marsh,grass,,any,5,Rattata,50,50
26,Great Marsh,grass,,any,5,Rattata,50,50
27,Great Marsh,grass,,any,5,Rattata,50,50
28,Great Marsh,grass,,any,5,Rattata,50,50
9,Fuego Ironworks,grass,,any,5,Electrike,55,55
196,Floroma Meadow,grass,,any,5,Wigglytuff,60,60
157,Clamberclaw Cliffs,grass,,any,5,Torkoal,45,45
177,Celestic Town,grass,,any,5,Castform,55,55
159,Route 211,grass,,any,5,Xatu,55,55
21,Mt. Coronet,grass,,any,5,Swinub,65,65
122,Iron Island,grass,,any,5,Clamperl,56,56
123,Iron Island,grass,,any,5,Shuckle,56,56
124,Iron Island,grass,,any,5,Aggron,56,56
198,Underground,grass,,any,5,Dugtrio,45,45
199,Underground,grass,,any,5,Grovyle,45,45
200,Underground,grass,,any,5,Magmar,45,45
201,Underground,grass,,any,5,Lickitung,45,45
125,Old Chateau,grass,,any,5,Gastly,66,66
126,Old Chateau,grass,,any,5,Sableye,66,66
127,Old Chateau,grass,,any,5,Gastly,46,46
128,Old Chateau,grass,,any,5,Gastly,66,66
129,Old Chateau,grass,,any,5,Gastly,16,16
130,Old Chateau,grass,,any,5,Gastly,66,66
131,Old Chateau,grass,,any,5,Gastly,66,66
132,Old Chateau,grass,,any,5,Misdreavus,66,66
133,Old Chateau,grass,,any,5,Misdreavus,66,66
151,Lost Tower 1F,grass,,any,5,Ekans,24,24
152,Lost Tower 2F,grass,,any,5,Ariados,46,46
153,Lost Tower 3F,grass,,any,5,Murkrow,66,66
154,Lost Tower 4F,grass,,any,5,Mawile,78,78
155,Lost Tower 5F,grass,,any,5,Ariados,86,86
195,Lake Valor,grass,,any,5,Magikarp,11,11
20,Mt. Coronet,grass,,any,5,Swinub,65,65
21,Mt. Coronet,grass,,any,5,Swinub,65,65
165,Route 216,grass,,any,5,Stantler,65,65
166,Route 217,grass,,any,5,Swinub,70,70
139,Acuity Lakefront,grass,,any,5,Jynx,65,65
107,Snowpoint Temple,grass,,any,5,Aggron,75,75
108,Snowpoint Temple,grass,,any,5,Aggron,75,75
109,Snowpoint Temple,grass,,any,5,Aggron,75,75
110,Snowpoint Temple,grass,,any,5,Aggron,75,75
111,Snowpoint Temple,grass,,any,5,Aggron,75,75
172,Route 225,grass,,any,5,Carnivine,65,65
173,Route 227,grass,,any,5,Zangoose,55,55
174,Route 228,grass,,any,5,Aggron,55,55
175,Route 229,grass,,any,5,Beautifly,65,65
181,Route 226,grass,,any,5,Sudowoodo,55,55
182,Route 230,grass,,any,5,Mr. Mime,55,55
56,Stark Mountain,grass,,any,5,Donphan,95,95
57,Stark Mountain,grass,,any,5,Muk,90,90
170,Route 222,grass,,any,5,Pidgeotto,60,60
3,Sunyshore City,grass,,any,5,Ampharos,85,85
169,Route 221,grass,,any,5,Tangela,90,90
161,Route 212,grass,,any,5,Muk,55,55
113,Wayward Cave,grass,,any,5,Spinda,55,55
112,Wayward Cave,grass,,any,5,Gligar,75,75
137,Lake Acuity,grass,,any,5,Slowbro,65,65
11,Mt Coronet 2f,grass,,any,5,Donphan,90,90
12,Mt Coronet 3f,grass,,any,5,Drapion,90,90
13,Coronet Highlands,grass,,any,5,Ursaring,100,100
14,Coronet Highlands,grass,,any,5,Aerodactyl,100,100
15,Coronet Highlands,grass,,any,5,Steelix,100,100
16,Coronet Highlands,grass,,any,5,Tyranitar,100,100
19,Celestica Ruins,grass,,any,5,Wynaut,65,65
17,Coronet Highlands,grass,,any,5,Tyranitar,100,100
18,Coronet Highlands,grass,,any,5,Tyranitar,100,100
190,Distortion World Area 1,grass,,any,5,Victreebel,55,55
191,Distortion World Area 2,grass,,any,5,Forretress,100,100
192,Distortion World Area 3,grass,,any,5,Feraligatr,65,65
59,Sendoff Spring,grass,,any,5,Combusken,65,65
63,Turnback Cave,grass,,any,5,Gengar,66,66
79,Turnback Cave,grass,,any,5,Sableye,66,66
59,Sendoff Spring,grass,,any,5,Combusken,65,65
47,Victory Road,grass,,any,5,Rhyperior,97,97
48,Victory Road,grass,,any,5,Jolteon,100,100
49,Victory Road,grass,,any,5,Hitmontop,100,100
50,Victory Road,grass,,any,5,Hitmontop,100,100
51,Victory Road,grass,,any,5,Crobat,100,100
52,Victory Road,grass,,any,5,Ditto,100,100
171,Route 224,grass,,any,5,Exeggutor,65,65
136,Lake Valor,grass,,any,5,Tauros,75,75
4,Pokémon League,grass,,any,5,Grotle,75,75
176,Twinleaf Town,grass,,any,5,Pichu,8,8
140,Route 201,grass,,any,5,Bidoof,5,5
140,Verity Lakefront,grass,,any,5,Bidoof,5,5
134,Lake Verity,grass,,any,5,Ralts,4,4
135,Lake Verity,grass,,any,5,Ralts,4,4
187,Sandgem Town,grass,,any,5,Buneary,5,5
141,Route 202,grass,,any,5,Snubbull,5,5
143,Route 204 South,grass,,any,5,Bellsprout,9,9
53,Ravaged Path,grass,,any,5,Rhyhorn,7,7
167,Route 218,grass,,any,5,Pelipper,30,30
142,Route 203,grass,,any,5,Shinx,8,8
54,Oreburgh Gate 1F,grass,,any,5,Geodude,7,7
55,Oreburgh Gate B1F,grass,,any,5,Geodude,7,7
183,Oreburgh City,grass,,any,5,Ekans,10,10
148,Route 207,grass,,any,5,Vulpix,11,11
5,Oreburgh Mine,grass,,any,5,Rhyhorn,10,10
184,Jubilife City,grass,,any,5,Mime Jr.,16,16
144,Route 204 North,grass,,any,5,Bellsprout,14,14
185,Floaroma Town,grass,,any,5,Kakuna,7,7
7,Valley Windworks,grass,,any,5,Pichu,17,17
145,Route 205 South,grass,,any,5,Pachirisu,19,19
8,Eterna Forest,grass,,any,5,Kricketune,23,23
146,Route 205 North,grass,,any,5,Pachirisu,20,20
1,Eterna City,grass,,any,5,Bayleef,20,20
158,Route 211 West,grass,,any,5,Chimecho,17,17
147,Route 206,grass,,any,5,Minun,23,23
10,Mt. Coronet 1F,grass,,any,5,Nosepass,24,24
149,Route 208,grass,,any,5,Meowth,19,19
,Amity Square,grass,,any,5,Pachirisu,20,20
150,Route 209,grass,,any,5,Lombre,36,36
188,Solaceon Town,grass,,any,5,Stunky,38,38
31,Solaceon Ruins,grass,,any,5,Omanyte,37,37
156,Route 210 South,grass,,any,5,Electabuzz,41,41
164,Route 215,grass,,any,5,Psyduck,42,42
163,Route 214,grass,,any,5,Rhydon,45,45
116,Maniac Tunnel,grass,,any,5,Nidorino,45,45
138,Valor Lakefront,grass,,any,5,Ponyta,47,47
197,Restaurant,grass,,any,5,Rattata,30,30
162,Route 213,grass,,any,5,Tangrowth,100,100
2,Pastoria City,grass,,any,5,Krabby,49,49
23,Great Marsh,grass,,any,5,Rattata,50,50
24,Great Marsh,grass,,any,5,Rattata,50,50
25,Great Marsh,grass,,any,5,Rattata,50,50
26,Great Marsh,grass,,any,5,Rattata,50,50
27,Great Marsh,grass,,any,5,Rattata,50,50
28,Great Marsh,grass,,any,5,Rattata,50,50
9,Fuego Ironworks,grass,,any,5,Magby,55,55
196,Floroma Meadow,grass,,any,5,Leafeon,60,60
157,Clamberclaw Cliffs,grass,,any,5,Absol,45,45
177,Celestic Town,grass,,any,5,Girafarig,55,55
159,Route 211,grass,,any,5,Gallade,55,55
21,Mt. Coronet,grass,,any,5,Bronzor,65,65
122,Iron Island,grass,,any,5,Cloyster,56,56
123,Iron Island,grass,,any,5,Donphan,56,56
124,Iron Island,grass,,any,5,Onix,56,56
198,Underground,grass,,any,5,Dugtrio,45,45
199,Underground,grass,,any,5,Grovyle,45,45
200,Underground,grass,,any,5,Magmar,45,45
201,Underground,grass,,any,5,Sneasel,45,45
125,Old Chateau,grass,,any,5,Gastly,26,26
126,Old Chateau,grass,,any,5,Gastly,26,26
127,Old Chateau,grass,,any,5,Banette,56,56
128,Old Chateau,grass,,any,5,Gastly,26,26
129,Old Chateau,grass,,any,5,Gastly,17,17
130,Old Chateau,grass,,any,5,Gastly,26,26
131,Old Chateau,grass,,any,5,Gastly,26,26
132,Old Chateau,grass,,any,5,Gastly,26,26
133,Old Chateau,grass,,any,5,Gastly,26,26
151,Lost Tower 1F,grass,,any,5,Arbok,24,24
152,Lost Tower 2F,grass,,any,5,Ariados,46,46
153,Lost Tower 3F,grass,,any,5,Ariados,66,66
154,Lost Tower 4F,grass,,any,5,Mawile,78,78
155,Lost Tower 5F,grass,,any,5,Sableye,86,86
195,Lake Valor,grass,,any,5,Magikarp,15,15
20,Mt. Coronet,grass,,any,5,Bronzor,65,65
21,Mt. Coronet,grass,,any,5,Bronzor,65,65
165,Route 216,grass,,any,5,Sneasel,65,65
166,Route 217,grass,,any,5,Dodrio,70,70
139,Acuity Lakefront,grass,,any,5,Swinub,65,65
107,Snowpoint Temple,grass,,any,5,Jynx,75,75
108,Snowpoint Temple,grass,,any,5,Jynx,75,75
109,Snowpoint Temple,grass,,any,5,Jynx,75,75
110,Snowpoint Temple,grass,,any,5,Jynx,75,75
111,Snowpoint Temple,grass,,any,5,Jynx,75,75
172,Route 225,grass,,any,5,Tangela,65,65
173,Route 227,grass,,any,5,Sandslash,55,55
174,Route 228,grass,,any,5,Lairon,55,55
175,Route 229,grass,,any,5,Gligar,65,65
181,Route 226,grass,,any,5,Jumpluff,55,55
182,Route 230,grass,,any,5,Girafarig,55,55
56,Stark Mountain,grass,,any,5,Blaziken,95,95
57,Stark Mountain,grass,,any,5,Magmar,90,90
170,Route 222,grass,,any,5,Luxio,60,60
3,Sunyshore City,grass,,any,5,Mawile,85,85
169,Route 221,grass,,any,5,Togetic,90,90
161,Route 212,grass,,any,5,Kangaskhan,55,55
113,Wayward Cave,grass,,any,5,Mawile,55,55
112,Wayward Cave,grass,,any,5,Spinda,75,75
137,Lake Acuity,grass,,any,5,Slowking,65,65
11,Mt Coronet 2f,grass,,any,5,Absol,90,90
12,Mt Coronet 3f,grass,,any,5,Gliscor,90,90
13,Coronet Highlands,grass,,any,5,Luxray,100,100
14,Coronet Highlands,grass,,any,5,Salamence,100,100
15,Coronet Highlands,grass,,any,5,Rhyperior,100,100
16,Coronet Highlands,grass,,any,5,Probopass,100,100
19,Celestica Ruins,grass,,any,5,Abra,65,65
17,Coronet Highlands,grass,,any,5,Salamence,100,100
18,Coronet Highlands,grass,,any,5,Salamence,100,100
190,Distortion World Area 1,grass,,any,5,Golem,55,55
191,Distortion World Area 2,grass,,any,5,Muk,100,100
192,Distortion World Area 3,grass,,any,5,Kingler,65,65
59,Sendoff Spring,grass,,any,5,Haunter,65,65
63,Turnback Cave,grass,,any,5,Chingling,66,66
79,Turnback Cave,grass,,any,5,Sableye,66,66
59,Sendoff Spring,grass,,any,5,Haunter,65,65
47,Victory Road,grass,,any,5,Crobat,97,97
48,Victory Road,grass,,any,5,Dodrio,100,100
49,Victory Road,grass,,any,5,Hitmontop,100,100
50,Victory Road,grass,,any,5,Hitmontop,100,100
51,Victory Road,grass,,any,5,Medicham,100,100
52,Victory Road,grass,,any,5,Ditto,100,100
171,Route 224,grass,,any,5,Exeggcute,65,65
136,Lake Valor,grass,,any,5,Dodrio,80,80
4,Pokémon League,grass,,any,5,Grovyle,75,75
176,Twinleaf Town,grass,,any,4,Swinub,8,8
140,Route 201,grass,,any,4,Buneary,4,4
140,Verity Lakefront,grass,,any,4,Buneary,4,4
134,Lake Verity,grass,,any,4,Teddiursa,4,4
135,Lake Verity,grass,,any,4,Teddiursa,4,4
187,Sandgem Town,grass,,any,4,Nidoran♂,5,5
141,Route 202,grass,,any,4,Shinx,5,5
143,Route 204 South,grass,,any,4,Hoppip,9,9
53,Ravaged Path,grass,,any,4,Aron,7,7
167,Route 218,grass,,any,4,Floatzel,30,30
142,Route 203,grass,,any,4,Slakoth,8,8
54,Oreburgh Gate 1F,grass,,any,4,Cubone,7,7
55,Oreburgh Gate B1F,grass,,any,4,Cubone,15,15
183,Oreburgh City,grass,,any,4,Charmander,10,10
148,Route 207,grass,,any,4,Charmander,11,11
5,Oreburgh Mine,grass,,any,4,Aron,10,10
184,Jubilife City,grass,,any,4,Rattata,16,16
144,Route 204 North,grass,,any,4,Hoppip,14,14
185,Floaroma Town,grass,,any,4,Sunkern,14,14
7,Valley Windworks,grass,,any,4,Farfetch’d,17,17
145,Route 205 South,grass,,any,4,Arbok,22,22
8,Eterna Forest,grass,,any,4,Mothim,23,23
146,Route 205 North,grass,,any,4,Arbok,20,20
1,Eterna City,grass,,any,4,Lombre,20,20
158,Route 211 West,grass,,any,4,Charmeleon,17,17
147,Route 206,grass,,any,4,Ponyta,23,23
10,Mt. Coronet 1F,grass,,any,4,Mawile,24,24
149,Route 208,grass,,any,4,Raticate,20,20
,Amity Square,grass,,any,4,Cleffa,20,20
150,Route 209,grass,,any,4,Kirlia,36,36
188,Solaceon Town,grass,,any,4,Ponyta,38,38
31,Solaceon Ruins,grass,,any,4,Torkoal,37,37
156,Route 210 South,grass,,any,4,Pinsir,41,41
164,Route 215,grass,,any,4,Croagunk,42,42
163,Route 214,grass,,any,4,Dodrio,45,45
116,Maniac Tunnel,grass,,any,4,Shuckle,45,45
138,Valor Lakefront,grass,,any,4,Growlithe,47,47
197,Restaurant,grass,,any,4,Rattata,45,45
162,Route 213,grass,,any,4,Gallade,100,100
2,Pastoria City,grass,,any,4,Krabby,49,49
23,Great Marsh,grass,,any,4,Pinsir,50,50
24,Great Marsh,grass,,any,4,Ludicolo,50,50
25,Great Marsh,grass,,any,4,Swalot,50,50
26,Great Marsh,grass,,any,4,Bayleef,50,50
27,Great Marsh,grass,,any,4,Scyther,50,50
28,Great Marsh,grass,,any,4,Nidoking,50,50
9,Fuego Ironworks,grass,,any,4,Voltorb,55,55
196,Floroma Meadow,grass,,any,4,Roserade,60,60
157,Clamberclaw Cliffs,grass,,any,4,Luxray,45,45
177,Celestic Town,grass,,any,4,Ampharos,55,55
159,Route 211,grass,,any,4,Gardevoir,55,55
21,Mt. Coronet,grass,,any,4,Dunsparce,65,65
122,Iron Island,grass,,any,4,Meowth,56,56
123,Iron Island,grass,,any,4,Dugtrio,56,56
124,Iron Island,grass,,any,4,Ditto,56,56
198,Underground,grass,,any,4,Nidorina,45,45
199,Underground,grass,,any,4,Breloom,45,45
200,Underground,grass,,any,4,Typhlosion,45,45
201,Underground,grass,,any,4,Gligar,45,45
125,Old Chateau,grass,,any,4,Gastly,6,6
126,Old Chateau,grass,,any,4,Gastly,6,6
127,Old Chateau,grass,,any,4,Gastly,26,26
128,Old Chateau,grass,,any,4,Gastly,6,6
129,Old Chateau,grass,,any,4,Gastly,17,17
130,Old Chateau,grass,,any,4,Hypno,46,46
131,Old Chateau,grass,,any,4,Hypno,46,46
132,Old Chateau,grass,,any,4,Gastly,6,6
133,Old Chateau,grass,,any,4,Gastly,6,6
151,Lost Tower 1F,grass,,any,4,Grimer,24,24
152,Lost Tower 2F,grass,,any,4,Cubone,46,46
153,Lost Tower 3F,grass,,any,4,Purugly,66,66
154,Lost Tower 4F,grass,,any,4,Raticate,78,78
155,Lost Tower 5F,grass,,any,4,Typhlosion,86,86
195,Lake Valor,grass,,any,4,Magikarp,2,2
20,Mt. Coronet,grass,,any,4,Dunsparce,65,65
21,Mt. Coronet,grass,,any,4,Dunsparce,65,65
165,Route 216,grass,,any,4,Makuhita,65,65
166,Route 217,grass,,any,4,Sneasel,70,70
139,Acuity Lakefront,grass,,any,4,Sneasel,65,65
107,Snowpoint Temple,grass,,any,4,Sneasel,75,75
108,Snowpoint Temple,grass,,any,4,Sneasel,75,75
109,Snowpoint Temple,grass,,any,4,Sneasel,75,75
110,Snowpoint Temple,grass,,any,4,Sneasel,75,75
111,Snowpoint Temple,grass,,any,4,Sneasel,75,75
172,Route 225,grass,,any,4,Slakoth,65,65
173,Route 227,grass,,any,4,Sableye,55,55
174,Route 228,grass,,any,4,Skorupi,55,55
175,Route 229,grass,,any,4,Venomoth,65,65
181,Route 226,grass,,any,4,Meganium,55,55
182,Route 230,grass,,any,4,Togekiss,55,55
56,Stark Mountain,grass,,any,4,Torkoal,95,95
57,Stark Mountain,grass,,any,4,Koffing,90,90
170,Route 222,grass,,any,4,Doduo,70,70
3,Sunyshore City,grass,,any,4,Pichu,85,85
169,Route 221,grass,,any,4,Heracross,90,90
161,Route 212,grass,,any,4,Tangela,55,55
113,Wayward Cave,grass,,any,4,Gible,55,55
112,Wayward Cave,grass,,any,4,Magneton,75,75
137,Lake Acuity,grass,,any,4,Sneasel,65,65
11,Mt Coronet 2f,grass,,any,4,Crobat,90,90
12,Mt Coronet 3f,grass,,any,4,Scizor,90,90
13,Coronet Highlands,grass,,any,4,Froslass,100,100
14,Coronet Highlands,grass,,any,4,Froslass,100,100
15,Coronet Highlands,grass,,any,4,Magmortar,100,100
16,Coronet Highlands,grass,,any,4,Magnezone,100,100
19,Celestica Ruins,grass,,any,4,Gabite,65,65
17,Coronet Highlands,grass,,any,4,Aerodactyl,100,100
18,Coronet Highlands,grass,,any,4,Metagross,100,100
190,Distortion World Area 1,grass,,any,4,Rhydon,15,15
191,Distortion World Area 2,grass,,any,4,Venomoth,100,100
192,Distortion World Area 3,grass,,any,4,Blastoise,65,65
59,Sendoff Spring,grass,,any,4,Clefable,65,65
63,Turnback Cave,grass,,any,4,Duskull,66,66
79,Turnback Cave,grass,,any,4,Sableye,66,66
59,Sendoff Spring,grass,,any,4,Clefable,65,65
47,Victory Road,grass,,any,4,Gallade,97,97
48,Victory Road,grass,,any,4,Kangaskhan,100,100
49,Victory Road,grass,,any,4,Sableye,100,100
50,Victory Road,grass,,any,4,Sableye,100,100
51,Victory Road,grass,,any,4,Hariyama,100,100
52,Victory Road,grass,,any,4,Wigglytuff,100,100
171,Route 224,grass,,any,4,Vespiquen,65,65
136,Lake Valor,grass,,any,4,Bagon,90,90
4,Pokémon League,grass,,any,4,Turtwig,75,75
176,Twinleaf Town,grass,,any,4,Swinub,8,8
140,Route 201,grass,,any,4,Whismur,4,4
140,Verity Lakefront,grass,,any,4,Whismur,4,4
134,Lake Verity,grass,,any,4,Starly,4,4
135,Lake Verity,grass,,any,4,Starly,4,4
187,Sandgem Town,grass,,any,4,Nidoran♀,5,5
141,Route 202,grass,,any,4,Sandshrew,5,5
143,Route 204 South,grass,,any,4,Chikorita,9,9
53,Ravaged Path,grass,,any,4,Aron,7,7
167,Route 218,grass,,any,4,Gastrodon,30,30
142,Route 203,grass,,any,4,Starly,8,8
54,Oreburgh Gate 1F,grass,,any,4,Sandshrew,8,8
55,Oreburgh Gate B1F,grass,,any,4,Sandshrew,15,15
183,Oreburgh City,grass,,any,4,Nosepass,10,10
148,Route 207,grass,,any,4,Cyndaquil,11,11
5,Oreburgh Mine,grass,,any,4,Onix,10,10
184,Jubilife City,grass,,any,4,Rattata,16,16
144,Route 204 North,grass,,any,4,Chikorita,14,14
185,Floaroma Town,grass,,any,4,Oddish,14,14
7,Valley Windworks,grass,,any,4,Swablu,17,17
145,Route 205 South,grass,,any,4,Ledian,22,22
8,Eterna Forest,grass,,any,4,Venomoth,23,23
146,Route 205 North,grass,,any,4,Ledian,20,20
1,Eterna City,grass,,any,4,Cacnea,20,20
158,Route 211 West,grass,,any,4,Quilava,17,17
147,Route 206,grass,,any,4,Doduo,23,23
10,Mt. Coronet 1F,grass,,any,4,Abra,24,24
149,Route 208,grass,,any,4,Bibarel,20,20
,Amity Square,grass,,any,4,Phanpy,20,20
150,Route 209,grass,,any,4,Chimecho,36,36
188,Solaceon Town,grass,,any,4,Zangoose,38,38
31,Solaceon Ruins,grass,,any,4,Mawile,37,37
156,Route 210 South,grass,,any,4,Scyther,41,41
164,Route 215,grass,,any,4,Swablu,42,42
163,Route 214,grass,,any,4,Rhyhorn,45,45
116,Maniac Tunnel,grass,,any,4,Ursaring,45,45
138,Valor Lakefront,grass,,any,4,Vulpix,47,47
197,Restaurant,grass,,any,4,Rattata,50,50
162,Route 213,grass,,any,4,Snorlax,100,100
2,Pastoria City,grass,,any,4,Kingler,49,49
23,Great Marsh,grass,,any,4,Absol,50,50
24,Great Marsh,grass,,any,4,Zangoose,50,50
25,Great Marsh,grass,,any,4,Miltank,50,50
26,Great Marsh,grass,,any,4,Luxray,50,50
27,Great Marsh,grass,,any,4,Seadra,50,50
28,Great Marsh,grass,,any,4,Nidoqueen,50,50
9,Fuego Ironworks,grass,,any,4,Growlithe,55,55
196,Floroma Meadow,grass,,any,4,Gardevoir,60,60
157,Clamberclaw Cliffs,grass,,any,4,Stantler,45,45
177,Celestic Town,grass,,any,4,Dunsparce,55,55
159,Route 211,grass,,any,4,Mr. Mime,55,55
21,Mt. Coronet,grass,,any,4,Electrode,65,65
122,Iron Island,grass,,any,4,Steelix,56,56
123,Iron Island,grass,,any,4,Marowak,56,56
124,Iron Island,grass,,any,4,Sableye,56,56
198,Underground,grass,,any,4,Nidorino,45,45
199,Underground,grass,,any,4,Shroomish,45,45
200,Underground,grass,,any,4,Charizard,45,45
201,Underground,grass,,any,4,Mankey,45,45
125,Old Chateau,grass,,any,4,Drifloon,17,17
126,Old Chateau,grass,,any,4,Drifloon,17,17
127,Old Chateau,grass,,any,4,Drifloon,16,16
128,Old Chateau,grass,,any,4,Drifloon,17,17
129,Old Chateau,grass,,any,4,Gastly,17,17
130,Old Chateau,grass,,any,4,Hypno,66,66
131,Old Chateau,grass,,any,4,Hypno,66,66
132,Old Chateau,grass,,any,4,Drifloon,17,17
133,Old Chateau,grass,,any,4,Drifloon,17,17
151,Lost Tower 1F,grass,,any,4,Muk,24,24
152,Lost Tower 2F,grass,,any,4,Spinarak,46,46
153,Lost Tower 3F,grass,,any,4,Ariados,66,66
154,Lost Tower 4F,grass,,any,4,Raticate,78,78
155,Lost Tower 5F,grass,,any,4,Drifloon,86,86
195,Lake Valor,grass,,any,4,Magikarp,70,70
20,Mt. Coronet,grass,,any,4,Electrode,65,65
21,Mt. Coronet,grass,,any,4,Electrode,65,65
165,Route 216,grass,,any,4,Meditite,65,65
166,Route 217,grass,,any,4,Misdreavus,70,70
139,Acuity Lakefront,grass,,any,4,Sneasel,65,65
107,Snowpoint Temple,grass,,any,4,Weavile,75,75
108,Snowpoint Temple,grass,,any,4,Weavile,75,75
109,Snowpoint Temple,grass,,any,4,Weavile,75,75
110,Snowpoint Temple,grass,,any,4,Weavile,75,75
111,Snowpoint Temple,grass,,any,4,Weavile,75,75
172,Route 225,grass,,any,4,Sceptile,65,65
173,Route 227,grass,,any,4,Kecleon,55,55
174,Route 228,grass,,any,4,Drapion,55,55
175,Route 229,grass,,any,4,Kricketot,65,65
181,Route 226,grass,,any,4,Venusaur,55,55
182,Route 230,grass,,any,4,Swellow,55,55
56,Stark Mountain,grass,,any,4,Infernape,95,95
57,Stark Mountain,grass,,any,4,Rhyhorn,90,90
170,Route 222,grass,,any,4,Pikachu,70,70
3,Sunyshore City,grass,,any,4,Kingler,85,85
169,Route 221,grass,,any,4,Houndoom,90,90
161,Route 212,grass,,any,4,Tangela,55,55
113,Wayward Cave,grass,,any,4,Vigoroth,55,55
112,Wayward Cave,grass,,any,4,Onix,75,75
137,Lake Acuity,grass,,any,4,Sneasel,65,65
11,Mt Coronet 2f,grass,,any,4,Claydol,90,90
12,Mt Coronet 3f,grass,,any,4,Forretress,90,90
13,Coronet Highlands,grass,,any,4,Mamoswine,100,100
14,Coronet Highlands,grass,,any,4,Mamoswine,100,100
15,Coronet Highlands,grass,,any,4,Machamp,100,100
16,Coronet Highlands,grass,,any,4,Electrode,100,100
19,Celestica Ruins,grass,,any,4,Skarmory,65,65
17,Coronet Highlands,grass,,any,4,Bronzor,100,100
18,Coronet Highlands,grass,,any,4,Magnezone,100,100
190,Distortion World Area 1,grass,,any,4,Kangaskhan,15,15
191,Distortion World Area 2,grass,,any,4,Ditto,100,100
192,Distortion World Area 3,grass,,any,4,Seviper,65,65
59,Sendoff Spring,grass,,any,4,Ninetales,65,65
63,Turnback Cave,grass,,any,4,Sableye,66,66
79,Turnback Cave,grass,,any,4,Sableye,66,66
59,Sendoff Spring,grass,,any,4,Ninetales,65,65
47,Victory Road,grass,,any,4,Lickilicky,97,97
48,Victory Road,grass,,any,4,Wobbuffet,100,100
49,Victory Road,grass,,any,4,Banette,100,100
50,Victory Road,grass,,any,4,Banette,100,100
51,Victory Road,grass,,any,4,Lickilicky,100,100
52,Victory Road,grass,,any,4,Skuntank,100,100
171,Route 224,grass,,any,4,Gardevoir,65,65
136,Lake Valor,grass,,any,4,Shelgon,95,95
4,Pokémon League,grass,,any,4,Infernape,75,75
176,Twinleaf Town,grass,,any,1,Pikachu,8,8
140,Route 201,grass,,any,1,Mankey,4,4
140,Verity Lakefront,grass,,any,1,Mankey,4,4
134,Lake Verity,grass,,any,1,Swinub,4,4
135,Lake Verity,grass,,any,1,Swinub,4,4
187,Sandgem Town,grass,,any,1,Aipom,5,5
141,Route 202,grass,,any,1,Azurill,5,5
143,Route 204 South,grass,,any,1,Lotad,9,9
53,Ravaged Path,grass,,any,1,Mawile,7,7
167,Route 218,grass,,any,1,Scyther,31,31
142,Route 203,grass,,any,1,Mankey,8,8
54,Oreburgh Gate 1F,grass,,any,1,Phanpy,7,7
55,Oreburgh Gate B1F,grass,,any,1,Phanpy,15,15
183,Oreburgh City,grass,,any,1,Machop,6,6
148,Route 207,grass,,any,1,Ponyta,11,11
5,Oreburgh Mine,grass,,any,1,Machop,10,10
184,Jubilife City,grass,,any,1,Voltorb,15,15
144,Route 204 North,grass,,any,1,Lotad,14,14
185,Floaroma Town,grass,,any,1,Bellossom,15,15
7,Valley Windworks,grass,,any,1,Doduo,17,17
145,Route 205 South,grass,,any,1,Poochyena,18,18
8,Eterna Forest,grass,,any,1,Combee,23,23
146,Route 205 North,grass,,any,1,Poochyena,20,20
1,Eterna City,grass,,any,1,Grovyle,20,20
158,Route 211 West,grass,,any,1,Voltorb,17,17
147,Route 206,grass,,any,1,Girafarig,23,23
10,Mt. Coronet 1F,grass,,any,1,Clefairy,24,24
149,Route 208,grass,,any,1,Spinda,20,20
,Amity Square,grass,,any,1,Taillow,20,20
150,Route 209,grass,,any,1,Stantler,36,36
188,Solaceon Town,grass,,any,1,Miltank,38,38
31,Solaceon Ruins,grass,,any,1,Stantler,37,37
156,Route 210 South,grass,,any,1,Miltank,41,41
164,Route 215,grass,,any,1,Girafarig,42,42
163,Route 214,grass,,any,1,Medicham,45,45
116,Maniac Tunnel,grass,,any,1,Medicham,45,45
138,Valor Lakefront,grass,,any,1,Torkoal,47,47
